name,internal_var,namelist,group,dtype,default,source_use_count,source_use_files,source_usage_summary,source_use_examples
itime_independent,itime_independent,&inputnl,Time Step,integer,0,45,unstructured/ludef_t.f90(22); unstructured/ludef_t_gpu.f90(19); unstructured/input.f90(2); unstructured/output.f90(1); unstructured/time_step_unsplit.f90(1),"源码引用 45 处；主要在 `ludef_t.f90` 22处, `ludef_t_gpu.f90` 19处, `input.f90` 2处, `output.f90` 1处。","unstructured/input.f90:1556: if(itime_independent.eq.1) then
unstructured/input.f90:1561: print *, 'itime_independent=1 only available when linear=1'
unstructured/ludef_t.f90:54: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:107: if(itime_independent.eq.0) ddterm(:,u_g) = ddterm(:,u_g) + tempx*bdf
unstructured/ludef_t.f90:112: if(itime_independent.eq.0) ddterm(:,chi_g) = ddterm(:,chi_g) + tempx*bdf
unstructured/ludef_t.f90:722: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:769: if(itime_independent.eq.0) ddterm(:,vz_g) = ddterm(:,vz_g) + tempx*bdf
unstructured/ludef_t.f90:1291: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:1353: if(itime_independent.eq.0) ddterm(:,u_g) = ddterm(:,u_g) + tempx*bdf
unstructured/ludef_t.f90:1357: if(itime_independent.eq.0) ddterm(:,chi_g) = ddterm(:,chi_g) + tempx*bdf"
thimp,thimp,&inputnl,Time Step,real,0.5,445,unstructured/ludef_t.f90(310); unstructured/ludef_t_gpu.f90(113); unstructured/kprad_m3dc1.f90(16); unstructured/input.f90(3); unstructured/electrostatic_potential.f90(1); unstructured/hypervisc.f90(1); unstructured/output.f90(1),"源码引用 445 处；主要在 `ludef_t.f90` 310处, `ludef_t_gpu.f90` 113处, `kprad_m3dc1.f90` 16处, `input.f90` 3处。","unstructured/electrostatic_potential.f90:597: thimp_e = thimp
unstructured/hypervisc.f90:54: thimp_sm = thimp
unstructured/input.f90:486: ""Implicitness of timestep (.5<thimp<1)"", time_grp)
unstructured/input.f90:1553: thimp = 1.
unstructured/input.f90:1557: thimp = 1.
unstructured/kprad_m3dc1.f90:327: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx
unstructured/kprad_m3dc1.f90:328: ddterm(:,j) = ddterm(:,j) + (1.-thimp)*dti*tempx
unstructured/kprad_m3dc1.f90:331: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx
unstructured/kprad_m3dc1.f90:332: ddterm(:,j) = ddterm(:,j) + (1.-thimp)*dti*tempx
unstructured/kprad_m3dc1.f90:340: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx"
thimpsm,thimpsm,&inputnl,Time Step,real,1.,2,unstructured/newvar.f90(2),源码引用 2 处；主要在 `newvar.f90` 2处。,"unstructured/newvar.f90:251: temp(:,:,1,2) = -thimpsm*intxx2(mu79(:,:,OP_1),nu79(:,:,OP_GS))
unstructured/newvar.f90:255: temp(:,:,1,2) = (1.-thimpsm)*&"
harned_mikic,harned_mikic,&inputnl,Time Step,real,0.,10,unstructured/harned_mikic.f90(8); unstructured/ludef_t.f90(2),"源码引用 10 处；主要在 `harned_mikic.f90` 8处, `ludef_t.f90` 2处。","unstructured/harned_mikic.f90:18: db.eq.0. .or. harned_mikic.eq.0.) then
unstructured/harned_mikic.f90:23: psiterm = -db**2*harned_mikic*b1hm(trial,lin,ni79,bzt79,bzt79)
unstructured/harned_mikic.f90:90: bterm = bterm*db**2*harned_mikic
unstructured/harned_mikic.f90:91: psiterm = psiterm*db**2*harned_mikic
unstructured/harned_mikic.f90:108: db.eq.0. .or. harned_mikic.eq.0.) then
unstructured/harned_mikic.f90:113: bterm = -db**2*harned_mikic*b2hm(trial,lin,ni79,bzt79,bzt79)
unstructured/harned_mikic.f90:245: bterm = bterm*db**2*harned_mikic
unstructured/harned_mikic.f90:246: psiterm = psiterm*db**2*harned_mikic
unstructured/ludef_t.f90:2661: if(itwofluid.eq.1 .and. harned_mikic.ne.0) then
unstructured/ludef_t.f90:3362: if(itwofluid.eq.1 .and. harned_mikic.ne.0) then"
isources,isources,&inputnl,Time Step,integer,0,2,unstructured/input.f90(2),源码引用 2 处；主要在 `input.f90` 2处。,"unstructured/input.f90:1521: if(isources.eq.1) then
unstructured/input.f90:1522: if(myrank.eq.0) print *, 'ERROR: isources=1 requires icalcscalars=1'"
nskip,nskip,&inputnl,Time Step,integer,1,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,"unstructured/time_step.f90:105: .or. (linear.eq.0 .and. mod(ntime,nskip).eq.0) &"
pskip,pskip,&inputnl,Time Step,integer,0,4,unstructured/time_step_split.f90(4),源码引用 4 处；主要在 `time_step_split.f90` 4处。,"unstructured/time_step_split.f90:476: if(mod(ntime,pskip)==0) then
unstructured/time_step_split.f90:484: if(pskip==0) then
unstructured/time_step_split.f90:488: else if(pskip==1) then
unstructured/time_step_split.f90:499: if(mod(ntime,pskip)==0) then"
iskippc,iskippc,&inputnl,Time Step,integer,1,2,unstructured/get_pc_skip_count.f90(2),源码引用 2 处；主要在 `get_pc_skip_count.f90` 2处。,"unstructured/get_pc_skip_count.f90:2: use basic, ONLY: iskippc, myrank
unstructured/get_pc_skip_count.f90:7: MAX_SAME_PC_COUNT = iskippc"
dt,dt,&inputnl,Time Step,real,0.1,1498,unstructured/ludef_t.f90(1014); unstructured/ludef_t_gpu.f90(334); unstructured/bootstrap.f90(36); unstructured/electrostatic_potential.f90(20); unstructured/time_step.f90(14); unstructured/error_estimate.f90(9); unstructured/particle.f90(8); unstructured/particle_com.f90(8),"源码引用 1498 处；主要在 `ludef_t.f90` 1014处, `ludef_t_gpu.f90` 334处, `bootstrap.f90` 36处, `electrostatic_potential.f90` 20处。","unstructured/bootstrap.f90:63: ssterm(:,pp_g) = ssterm(:,pp_g) - thimpi *dt*temp
unstructured/bootstrap.f90:64: ddterm(:,pp_g) = ddterm(:,pp_g) + (1. - thimpi*bdf)*dt*temp
unstructured/bootstrap.f90:612: ssterm(:,psi_g) = ssterm(:,psi_g) - thimpf *dt*temp
unstructured/bootstrap.f90:613: ddterm(:,psi_g) = ddterm(:,psi_g) + (1./2. - thimpf*bdf)*dt*temp
unstructured/bootstrap.f90:619: ssterm(:,psi_g) = ssterm(:,psi_g) - thimpf *dt*temp
unstructured/bootstrap.f90:620: ddterm(:,psi_g) = ddterm(:,psi_g) + (1. - thimpf*bdf)*dt*temp
unstructured/bootstrap.f90:628: ssterm(:,psi_g) = ssterm(:,psi_g) - thimpf *dt*temp
unstructured/bootstrap.f90:629: ddterm(:,psi_g) = ddterm(:,psi_g) + (3./12. - thimpf*bdf)*dt*temp
unstructured/bootstrap.f90:638: ssterm(:,bz_g) = ssterm(:,bz_g) - thimpf *dt*temp
unstructured/bootstrap.f90:639: ddterm(:,bz_g) = ddterm(:,bz_g) + (3./12. - thimpf*bdf)*dt*temp"
ddt,ddt,&inputnl,Time Step,real,0.,0,,未发现除注册/声明外的源码引用；可能是废弃参数、条件编译路径参数，或仅由外部工具/库间接使用。,
frequency,frequency,&inputnl,Time Step,real,0.,25,unstructured/ludef_t.f90(9); unstructured/ludef_t_gpu.f90(9); unstructured/input.f90(4); unstructured/init_circle.f90(1); unstructured/init_wave.f90(1); unstructured/output.f90(1),"源码引用 25 处；主要在 `ludef_t.f90` 9处, `ludef_t_gpu.f90` 9处, `input.f90` 4处, `init_circle.f90` 1处。","unstructured/init_circle.f90:33: print *, 'Analytic resonant frequency: ', j0*ntor*(q0 - mpol/ntor)/(2.*sqrt(den0))
unstructured/init_wave.f90:131: print *, ""Wave angular frequency: "", omega
unstructured/input.f90:498: ""Frequency in time-independent calculations"", time_grp)
unstructured/input.f90:900: ""Loop voltage frequency"", source_grp)
unstructured/input.f90:1565: if(frequency.ne.0) then
unstructured/input.f90:1567: print *, 'Warning: ""frequency"" ignored in time-dependent calculations'
unstructured/ludef_t.f90:56: freq_fac = (0,1)*frequency*dt
unstructured/ludef_t.f90:724: freq_fac = (0,1)*frequency*dt
unstructured/ludef_t.f90:1293: freq_fac = (0,1)*frequency*dt
unstructured/ludef_t.f90:1928: freq_fac = (0,1)*frequency*dt"
gamma_gr_stop,gamma_gr_stop,&inputnl,Time Step,integer,0,1,unstructured/output.f90(1),源码引用 1 处；主要在 `output.f90` 1处。,unstructured/output.f90:123: if(linear.eq.1 .and. gamma_gr_stop.eq.1) then
nt_gamma_gr,nt_gamma_gr,&inputnl,Time Step,integer,10,3,unstructured/output.f90(3),源码引用 3 处；主要在 `output.f90` 3处。,"unstructured/output.f90:20: allocate(gamma_buffer(nt_gamma_gr))
unstructured/output.f90:124: gamma_idx = mod(gamma_idx, nt_gamma_gr) + 1
unstructured/output.f90:129: if ( (ntime-ntime0).ge.nt_gamma_gr ) then"
gamma_gr_stop_std,gamma_gr_stop_std,&inputnl,Time Step,real,0.01,1,unstructured/output.f90(1),源码引用 1 处；主要在 `output.f90` 1处。,unstructured/output.f90:130: if (abs(gamma_std/gamma_mean) .lt. gamma_gr_stop_std) then
dtmin,dtmin,&inputnl,Time Step,real,4.0,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,"unstructured/time_step.f90:365: dt = max(dt,dtmin)"
dtmax,dtmax,&inputnl,Time Step,real,40.,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,"unstructured/time_step.f90:366: dt = min(dt,dtmax)"
dtkecrit,dtkecrit,&inputnl,Time Step,real,0.0,5,unstructured/time_step.f90(4); unstructured/newpar.f90(1),"源码引用 5 处；主要在 `time_step.f90` 4处, `newpar.f90` 1处。","unstructured/newpar.f90:259: if(dtkecrit.eq.0) dt = dtsave
unstructured/time_step.f90:179: if((maxiter .lt. ksp_max) .or. dtkecrit .le. 0) exit
unstructured/time_step.f90:343: if(dtkecrit.gt.0) then
unstructured/time_step.f90:350: if(ekin.gt.dtkecrit) then
unstructured/time_step.f90:368: if(iprint.ge.1) write(*,'(""dtold,dt,dtkecrit,ekin"",1p4e12.4)') dtold,dt,dtkecrit,ekin"
dtfrac,dtfrac,&inputnl,Time Step,real,0.1,3,unstructured/time_step.f90(3),源码引用 3 处；主要在 `time_step.f90` 3处。,"unstructured/time_step.f90:351: dt = dtold/(1. + dtfrac)
unstructured/time_step.f90:360: if(maxiter .gt. ksp_warn) dt = dtold/(1. + dtfrac)
unstructured/time_step.f90:361: if(maxiter .lt. ksp_min) dt = dtold*(1. + dtfrac)"
max_repeat,max_repeat,&inputnl,Time Step,integer,1,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,"unstructured/time_step.f90:124: do irepeat = 1, max_repeat"
ksp_max,ksp_max,&inputnl,Time Step,integer,10000,2,unstructured/time_step.f90(2),源码引用 2 处；主要在 `time_step.f90` 2处。,"unstructured/time_step.f90:178: if(myrank.eq.0) write(*,'(A,2i5)') 'ksp_max, maxiter =', ksp_max, maxiter
unstructured/time_step.f90:179: if((maxiter .lt. ksp_max) .or. dtkecrit .le. 0) exit"
ksp_min,ksp_min,&inputnl,Time Step,integer,500,2,unstructured/time_step.f90(2),源码引用 2 处；主要在 `time_step.f90` 2处。,"unstructured/time_step.f90:361: if(maxiter .lt. ksp_min) dt = dtold*(1. + dtfrac)
unstructured/time_step.f90:362: if(iprint.ge.1) write(*,'(""maxiter, ksp_warn, ksp_min"",3i5)') maxiter, ksp_warn, ksp_min"
ksp_warn,ksp_warn,&inputnl,Time Step,integer,1000,2,unstructured/time_step.f90(2),源码引用 2 处；主要在 `time_step.f90` 2处。,"unstructured/time_step.f90:360: if(maxiter .gt. ksp_warn) dt = dtold/(1. + dtfrac)
unstructured/time_step.f90:362: if(iprint.ge.1) write(*,'(""maxiter, ksp_warn, ksp_min"",3i5)') maxiter, ksp_warn, ksp_min"
jadv,jadv,&inputnl,Numerical Options,integer,1,174,unstructured/metricterms_new_gpu.f90(56); unstructured/metricterms_new.f90(42); unstructured/ludef_t.f90(11); unstructured/electric_field.f90(8); unstructured/auxiliary_fields.f90(7); unstructured/ludef_t_gpu.f90(7); unstructured/bootstrap.f90(6); unstructured/time_step_split.f90(6),"源码引用 174 处；主要在 `metricterms_new_gpu.f90` 56处, `metricterms_new.f90` 42处, `ludef_t.f90` 11处, `electric_field.f90` 8处。","unstructured/auxiliary_fields.f90:56: if(jadv.eq.0) then
unstructured/auxiliary_fields.f90:105: if(jadv.eq.0) then
unstructured/auxiliary_fields.f90:163: if(jadv.eq.0) then
unstructured/auxiliary_fields.f90:704: if(jadv.eq.0) then
unstructured/auxiliary_fields.f90:744: if(jadv.eq.0) def_fields = def_fields + FIELD_ES
unstructured/auxiliary_fields.f90:995: if(jadv.eq.0) then
unstructured/auxiliary_fields.f90:1167: if(jadv.eq.0) then
unstructured/bootstrap.f90:194: if(jadv.eq.0) then
unstructured/bootstrap.f90:281: if(jadv.eq.0) then
unstructured/bootstrap.f90:393: if(jadv.eq.0) then"
int_pts_main,int_pts_main,&inputnl,Numerical Options,integer,25,91,unstructured/gradshafranov.f90(13); unstructured/init_common.f90(12); unstructured/particle.f90(11); unstructured/particle_com.f90(8); unstructured/runaway_advection.f90(6); unstructured/output.f90(5); unstructured/kprad_m3dc1.f90(4); unstructured/rmp.f90(4),"源码引用 91 处；主要在 `gradshafranov.f90` 13处, `init_common.f90` 12处, `particle.f90` 11处, `particle_com.f90` 8处。","unstructured/adapt.f90:112: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/biharmonic.f90:98: call define_element_quadrature(itri,int_pts_main,5)
unstructured/biharmonic.f90:200: call define_element_quadrature(itri,int_pts_main,5)
unstructured/coils.f90:195: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/geometry.f90:46: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/geometry.f90:87: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/gradshafranov.f90:1185: call define_element_quadrature(itri,int_pts_main,int_tor)
unstructured/gradshafranov.f90:1431: call define_element_quadrature(itri, int_pts_main, int_tor)
unstructured/gradshafranov.f90:1497: call define_element_quadrature(itri, int_pts_main, int_tor)
unstructured/gradshafranov.f90:1526: call define_element_quadrature(itri, int_pts_main, int_tor)"
int_pts_aux,int_pts_aux,&inputnl,Numerical Options,integer,25,10,unstructured/auxiliary_fields.f90(5); unstructured/input.f90(3); unstructured/diagnostics.f90(1); unstructured/transport.f90(1),"源码引用 10 处；主要在 `auxiliary_fields.f90` 5处, `input.f90` 3处, `diagnostics.f90` 1处, `transport.f90` 1处。","unstructured/auxiliary_fields.f90:237: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/auxiliary_fields.f90:359: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/auxiliary_fields.f90:503: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/auxiliary_fields.f90:754: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/auxiliary_fields.f90:1248: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/diagnostics.f90:1996: call define_element_quadrature(itri, int_pts_aux, 5)
unstructured/input.f90:1533: if(int_pts_aux*int_pts_tor .gt. MAX_PTS) then
unstructured/input.f90:1534: if(myrank.eq.0) print*, 'ERROR: int_pts_aux > MAX_PTS = ', MAX_PTS
unstructured/input.f90:1542: (.not.quadrature_implemented(int_pts_aux)) .or. &
unstructured/transport.f90:1718: call define_element_quadrature(itri, int_pts_aux, 5)"
int_pts_diag,int_pts_diag,&inputnl,Numerical Options,integer,25,14,unstructured/diagnostics.f90(6); unstructured/input.f90(3); unstructured/gradshafranov.f90(2); unstructured/init_basicq.f90(1); unstructured/init_conds.f90(1); unstructured/init_kstar.f90(1),"源码引用 14 处；主要在 `diagnostics.f90` 6处, `input.f90` 3处, `gradshafranov.f90` 2处, `init_basicq.f90` 1处。","unstructured/diagnostics.f90:826: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:1230: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2428: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2632: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2792: call define_element_quadrature(itri,int_pts_diag,int_pts_tor)
unstructured/diagnostics.f90:3000: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/gradshafranov.f90:2115: call define_element_quadrature(itri,int_pts_diag, int_pts_tor)
unstructured/gradshafranov.f90:2907: call define_element_quadrature(itri, int_pts_diag, int_tor)
unstructured/init_basicq.f90:117: call define_element_quadrature(itri,int_pts_diag, int_pts_tor)
unstructured/init_conds.f90:797: call define_element_quadrature(itri,int_pts_diag, int_pts_tor)"
int_pts_tor,int_pts_tor,&inputnl,Numerical Options,integer,5,76,unstructured/init_common.f90(12); unstructured/particle.f90(11); unstructured/particle_com.f90(8); unstructured/diagnostics.f90(6); unstructured/runaway_advection.f90(6); unstructured/output.f90(5); unstructured/input.f90(4); unstructured/init_basicj.f90(3),"源码引用 76 处；主要在 `init_common.f90` 12处, `particle.f90` 11处, `particle_com.f90` 8处, `diagnostics.f90` 6处。","unstructured/adapt.f90:112: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/coils.f90:195: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/diagnostics.f90:826: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:1230: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2428: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2632: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/diagnostics.f90:2792: call define_element_quadrature(itri,int_pts_diag,int_pts_tor)
unstructured/diagnostics.f90:3000: call define_element_quadrature(itri, int_pts_diag, int_pts_tor)
unstructured/geometry.f90:46: call define_element_quadrature(itri,int_pts_main,int_pts_tor)
unstructured/geometry.f90:87: call define_element_quadrature(itri,int_pts_main,int_pts_tor)"
max_ke,max_ke,&inputnl,Numerical Options,real,1.,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,unstructured/time_step.f90:301: if(ekin.lt.max_ke .or. max_ke.eq.0) return
equilibrate,equilibrate,&inputnl,Numerical Options,integer,0,6,unstructured/newpar.f90(3); unstructured/gradshafranov.f90(1); unstructured/kprad_m3dc1.f90(1); unstructured/m3dc1_nint.f90(1),"源码引用 6 处；主要在 `newpar.f90` 3处, `gradshafranov.f90` 1处, `kprad_m3dc1.f90` 1处, `m3dc1_nint.f90` 1处。","unstructured/gradshafranov.f90:2068: if(equilibrate.ne.0) temp(i) = temp(i)*equil_fac(i, itri)
unstructured/kprad_m3dc1.f90:942: if(equilibrate.ne.0) temp(:) = temp(:)*equil_fac(:, itri(j))
unstructured/m3dc1_nint.f90:389: if(equilibrate.ne.0) then
unstructured/newpar.f90:1212: select case(equilibrate)
unstructured/newpar.f90:1494: if(equilibrate.ne.0) deallocate(equil_fac)
unstructured/newpar.f90:1502: if(equilibrate.ne.0) allocate(equil_fac(dofs_per_element,numelms))"
regular,regular,&inputnl,Numerical Options,real,0.,21,unstructured/transport.f90(7); unstructured/ludef_t.f90(4); unstructured/init_vmec.f90(3); unstructured/init_common.f90(2); unstructured/newvar.f90(2); unstructured/rmp.f90(2); unstructured/ludef_t_gpu.f90(1),"源码引用 21 处；主要在 `transport.f90` 7处, `ludef_t.f90` 4处, `init_vmec.f90` 3处, `init_common.f90` 2处。","unstructured/init_common.f90:336: temp79b = sqrt((xl_79-xcenter)**2 + (zl_79-zcenter)**2 + regular**2)
unstructured/init_common.f90:346: temp79b = (xl_79-xcenter)**2 + (zl_79-zcenter)**2 + regular**2
unstructured/init_vmec.f90:129: + regular*intxx3(mu79(:,:,OP_1),nu79(:,:,OP_1),ri2_79)
unstructured/init_vmec.f90:140: -regular*intxx3(mu79(:,:,OP_1),nu79(:,:,OP_1),ri4_79)
unstructured/init_vmec.f90:313: r = sqrt((x - xcenter)**2 + (z - zcenter)**2 + regular**2)
unstructured/ludef_t.f90:97: tempx = -regular*intx2(trialx(:,:,OP_1),lin(:,OP_1))
unstructured/ludef_t.f90:1329: tempx = -regular*intx2(trialx(:,:,OP_1),lin(:,OP_1))
unstructured/ludef_t.f90:1955: tempx = -regular*intx2(trialx(:,:,OP_1),lin(:,OP_1))
unstructured/ludef_t.f90:4796: r_bf = r_bf - regular*intx3(trial(:,:,OP_1),r2_79,lin(:,OP_1))
unstructured/ludef_t_gpu.f90:5453: r_bf = r_bf - regular*intx3(trial(:,:,OP_1),r2_79,lin(:,OP_1))"
iset_pe_floor,iset_pe_floor,&inputnl,Numerical Options,integer,0,4,unstructured/m3dc1_nint.f90(3); unstructured/input.f90(1),"源码引用 4 处；主要在 `m3dc1_nint.f90` 3处, `input.f90` 1处。","unstructured/input.f90:535: ""Minimum allowed value for pe when iset_pe_floor=1"", num_grp)
unstructured/m3dc1_nint.f90:929: p_floor = iset_pe_floor*pe_floor + iset_pi_floor*pi_floor
unstructured/m3dc1_nint.f90:931: if(iset_pe_floor.eq.1) then
unstructured/m3dc1_nint.f90:953: if(iset_pe_floor.eq.1 .or. iset_pi_floor.eq.1) then"
